epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhattan_accuracy,manhattan_accuracy_threshold,manhattan_f1,manhattan_precision,manhattan_recall,manhattan_f1_threshold,manhattan_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
-1,-1,0.9927282953678036,0.9924272894859314,0.058640049906425455,0.0539609644087256,0.06420765027322405,0.9310244917869568,0.0318432617694931,0.9927282953678036,42.68457794189453,0.05786163522012579,0.041742286751361164,0.0942622950819672,148.02618408203125,0.03150678020879047,0.9927282953678036,1.9393222332000732,0.057640750670241284,0.056578947368421055,0.05874316939890711,5.720804214477539,0.031491690088702506,0.9926579888313045,283.1268310546875,0.05739514348785873,0.042400521852576645,0.08879781420765027,236.5416259765625,0.022176583474543186
